title,text,subject,date,fake
North Korea: Will World War III Kick Off This Week?,"by Neil Clark for RTOf course, in State Department-friendly Western media, it s North Korea and its leadership who are routinely portrayed as the nut jobs. But you don t have to carry a torch for the North Korean government or be a card-carrying member of the Kim Jong-un Appreciation Society to acknowledge that the country s leadership has actually been behaving very rationally. Because recent history tells us that the best way to deter an attack from the US and its allies is not to disarm, dress up as John Lennon and make statements about how much you desire peace, but to do the exact opposite.The crisis on the Korean Peninsula is due to the actions of a rogue state ruled by madmen with nukes. This rogue state is of course the USA. https://t.co/A0JynTPlSy  John Wight (@JohnWight1) August 11, 2017Consider what happened to Yugoslavia, Iraq and Libya. Like the DPRK, all three were US  target states . And all three were destroyed and their leaders killed. Do we honestly think these countries would have been attacked had they possessed nukes or missiles that could reach US targets? Of course not.  Detailed analysis of these conflicts shows us that the Empire gets its way through a mixture of bluff followed by the use of military force, but only when it believes the risks are minimal, or non-existent. If it believes the risks are too high, it backs off and starts talking about the need for  dialogue  and  diplomacy .To understand how the global hegemon acts in the international arena we don t need to study huge academic textbooks, only remember what happens in the school playground.In 1999, Yugoslav President Slobodan Milosevic not only lacked ICBMs, but strong international allies who were prepared to stand by his country in its hour of need. Even though the Russian military were champing at the bit to help their historical Slavic allies in Belgrade, Yeltsin and the ruling elite in Russia were purportedly given financial inducements to stay out. Whether or not that is true, a new IMF loan was conveniently agreed just a week after NATO began its illegal aerial bombing campaign.The US only expected military action to last a few days before  Slobo  would cave in and accept the Western military alliance s right to occupy mineral-rich Kosovo and have free unhindered access over the whole of Yugoslavia. I don t see this as a long-term operation. I think this is something that is achievable within a relatively short space of time, boasted Secretary of State Madeline Albright.But Slobo and the stoical Serbs did not cave in. As the bombing campaign continued, splits began to emerge in NATO between the hawks, comprised of the US and Britain, and the countries from continental Europe who favored dialogue with Belgrade.On April 15, 1999, the Guardian reported that American officials rejected a six-point German peace plan which included a 24-hour bombing pause, a United Nations peacekeeping force and civilian monitors. It went on to note how British Prime Minister Tony Blair also gave the plan a polite cold shoulder. NATO atrocities, such as the killing of 16 civilians in the bombing of Serbian State Television   a clear war crime   and the bombing of a passenger train and a convoy of Kosovan Albanians, were beginning to turn public opinion against the  humanitarian  operation. With the war not going to plan, it was time once again for the US to make threats. To increase the pressure on Milosevic- the Yugoslav President was indicted as a war criminal, a process I described here.In addition, hints were made that NATO was planning a ground invasion. President Clinton declared on 18th May 1999 that he would not take any option off the table. Victor Chernomyrdin, Yeltsin s envoy, flew to Belgrade to persuade Milosevic to accept NATO s terms   or face an escalation of the war.But would there really have been boots on the ground or was it one big bluff? Evidence suggests the latter. NATO s supreme commander Wesley Clark revealed in his memoirs that the Alliance s top political leaders had reached no consensus over sending in ground troops. And would NATO have gotten away with intensifying its air campaign? Clark also admitted that by mid-May, NATO had gone about as far as possible with the air strikes. I m sure that seven years later, as he lay in his prison cell a sick man, denied the proper medical treatment which his heart condition required, Milosevic regretted not saying  nyet  to Chernomyrdin in 1999 and calling Washington s bluff.Four years later it was the turn of oil-rich Iraq to be attacked.Saddam Hussein and his Deputy Prime Minister Tariq Aziz repeatedly told the world s media that their country possessed no WMDs.They were accused of lying by western neocons, but the endless war lobby knew the Iraqi leadership was telling the truth. Saddam s country was attacked not because it possessed weapons of mass destruction, but because it didn t. With its air defenses severely weakened after years of Allied bombing, and its own air force decimated in the first Gulf War, Iraq was a sitting duck.  Bush and Blair lied about the country being a threat  and 1m Iraqis eventually died.Over in oil-rich Libya, Muammar Gaddafi drew absolutely the wrong conclusions about what had happened to Iraq. Eagerly seeking the end of US sanctions on his country, he foolishly agreed in December 2003 to eliminate his WMDs program. He should have reacted to  Shock and Awe  by building up his arsenal, but instead, falling for the silver-tongued promises of Western leaders who were going to end his country s isolation, he did the opposite.George W. Bush hailed his decision as a wise and sensible choice. Tony Blair, for his part, said: This courageous decision by Colonel Gaddafi is an historic one. I applaud it. It will make the region and the world more secure. But of course, it didn t. It only paved the way for the destruction of Gaddafi s country by the same countries whose leaders had hailed him as  wise  and  sensible  a few years earlier.Again, I m sure that eight years later, as Gaddafi lay in his underground hideout, trying to escape capture from US-backed  rebels (who eventually killed him in the most brutal way imaginable), he bitterly regretted his decision to disarm.Which brings us back to North Korea.It s clear that Kim Jong-un has seen what happened to Milosevic, Saddam and Gaddafi and the devastation wreaked on their countries and acted accordingly. North Korea s strategy is clearly based on the belief, borne out by events described above, that the US is a bully which only attacks the weak. Thus, saber-rattling and generally playing a  high line  is the best way to avoid attack. We must remember too that North Korea lost around 1m people in the Korean War 1950-53, many from an intensive US bombing campaign.#bbcpm discussing Trump's constitutional authority to attack N. Korea. International law, of course, is not even mentioned.  David Traynier   (@DTraynier) August 11, 2017 We  need nukes to defend ourselves from attack, but it is deemed totally outrageous if countries in the global south, which  we  threaten on a routine basis, seek to acquire such weapons for the same reason.To deter a US attack, North Korea, or indeed any other country in the line of fire, has to convince the serial warmongers in Washington that the cost of launching such an assault would be too high. Being  nice  and singing  Give Peace a Chance  won t cut the mustard. Remember that John Lennon, who wrote and sang that song, lost his life from a gunshot.While Saddam implored the West,  Believe me, I have no WMDs,  Kim Jong-un has done the exact opposite and talked up his country s capabilities. However, Kim knows that words alone are not enough; he also needs to demonstrate that North Korean projectiles can be a threat to the US. Hence the announcement on Wednesday that it was  carefully considering  a plan to fire four missiles into the sea off the island of Guam, home to two US bases.https://twitter.com/PaddyBriggs/status/895547451381346305Of course, Pyongyang s strategy is high risk, especially with such a volatile individual as Donald Trump   who seems desperate to earn neocon approval to avoid a possible impeachment   in The White House.Recent history though suggests that North Korea, by keeping its fists clenched and continuing to indulge in missile  willy-waving  is doing absolutely the right thing. The big lesson of the last thirty years is surely that deterrence works. If you re a  target state  and can t deter the warmongers in Washington, you re in grave danger. Just ask the ghosts of Slobodan Milosevic, Saddam Hussein and Muammar Gaddafi.***Follow Neil Clark @NeilClark66READ MORE NORTH KOREA NEWS AT: 21st Century Wire North Korea FilesSUPPORT OUR WORK BY SUBSCRIBING & BECOMING A MEMBER @21WIRE.TV",Middle-east,"August 14, 2017",1
 This North Carolina High School Just Made It So Trans Students Can Be Pepper Sprayed For Peeing,"It s hard to believe that so many people are so remarkably stupid and bigoted in North Carolina, but alas, they really seem to be. Of course, not the entire state, but there does seem to be a rather large group of the population that believes transgender individuals are out to cause harm. When in reality, those who are transgender are actually just living their truth and should be treated with dignity and respect for doing so.With the passage and signing of HB2, better known as the now infamous  bathroom bill,  it s basically given citizens of the state permission to be the bathroom police. To be clear, HB2 has nothing to do with bathroom safety, and everything to do with being discriminatory bigots to the transgender community.Now, because of this legislated discrimination, the Rowan-Salisbury Board of Education is now allowing students to bring pepper spray into school bathrooms. You know, to  protect themselves,  which in all honesty just gave permission to every bigoted child in that state to use this allowance as a  get out of jail free card  to those they want to physically abuse by means of pepper spray. Think about it, you can already hear the  I thought they were going to attack me  excuses piling up, and administrators being like,  well, in that case Board member Chuck Hughes, who is in favor of the pepper spray and referenced HB2 in his argument, said: Depending on how the courts rule on the bathroom issues, it may be a pretty valuable tool to have on the female students if they go to the bathroom, not knowing who may come in. Keep in mind, this also means that students will seemingly be able to have pepper spray on their person at all times while in school. Surely there will be no complications with such a thing (sarcasm).This school board just made it perfectly fine for students to openly harm transgender individuals. Individuals who just need to use the restroom like everybody else. It s outrageous and should be illegal, but instead, it s openly condoned by even the highest office in the state. Chances are, North Carolina Governor Pat McCrory would approve. Disgusting.Featured image via THV11",News,"May 11, 2016",1
OBAMA’S COMMUNIST CRONY Van Jones Worries About What He’ll “Tell His Children” Now That America Won! [VIDEO], ,politics,"Nov 9, 2016",1
Greece plays down financial impact of any F-16 jet deal,"ATHENS (Reuters) - A potential deal with the United States to upgrade dozens of Greece s F-16 fighter jets is not expected to harm its fiscal progress and should not worry its EU lenders, a Greek  government spokesman said on Thursday. Defense spending has been reduced during Greece s seven-year debt crisis, which shrank the size of its economy by more than a quarter and drove its jobless rate to nearly 28 percent.   It (the deal) is not expected to impact in any way the country s progress on fiscal targets or the fiscal balance of its budget,  spokesman Dimitris Tzanakopoulos told reporters. Discussions have progressed but the deal over the Lockheed Martin fighter jets upgrade has not yet been sealed, Tzanakopoulos said. Greece has about 160 F-16 fighter jets. Any deal would involve ugrading about 85 to 95, he added.  The upgrade is not expected to cost more than 1.1 billion euros ($1.3 billion), a sum which would be paid in annual instalments of about 110 million euros over a decade.  It is the cheapest and most appropriate solution to upgrade our air defense,  he said, adding that Athens has paid dozens of billions euros in past decades to purchase such jets. Greece s current EU bailout programme, its third since 2010, ends in August and the leftist-led government has cut pensions, increased taxes and implemented unpopular reforms to meet targets.   Greek media reported on Thursday that European Union lenders were concerned about the possible arms deal. Asked about the reports, Tzanakopoulos said Athens was ready to provide any information to the Commission.  There is no reason for any concern,  he said.  It is logical that the EU Commission would want to be briefed and it will get all the necessary information, if requested.  The potential deal came to light during Prime Minister Alexis Tsipras s visit to the White House this week. Greece spends about 2 percent of its gross domestic product - roughly 3.5 billion euros - on defence, more than the EU s average, largely due to long-standing tensions with its neighbor and fellow NATO member Turkey. Spending on arms is expected to reach 475 million euros in 2018, according to Greece s 2018 draft budget.    Asked whether Greece, as it emerges from crisis, was returning to past habits of overspending on arms, Tzanakopoulos said:  The government has no intention to reiterate the mistakes of the past.   ",worldnews,"October 19, 2017 ",0
UK parliament says government must publish secret Brexit impact studies,"LONDON (Reuters) - British lawmakers ramped up pressure on the government to publish its assessment of the impact Brexit will have on the economy, passing a motion in parliament on Wednesday which could compel the government to release the papers. The government said on Monday it had carried out 58 economic assessments, covering sectors from aerospace to tourism, but has so far refused requests from lawmakers to publish them, saying they could undermine their negotiating position in Brexit talks. That has irked lawmakers - including some from Prime Minister Theresa May s own party - who say the documents should be subject to parliamentary scrutiny and used to help shape the public debate around what a good EU exit deal would look like. Parliament agreed a motion stating that the documents should be released to a parliamentary committee. The government did not oppose the motion but it was unclear if its passage would force them to act.  The debate ended in confusion with the Speaker of the House indicating that he believed the government was obliged to comply with the motion, but saying he would wait to see what their response was before acting further.  We take all parliamentary votes seriously and recognize that parliament does have rights relating to the publication of documents,  a Brexit department spokeswoman said.   Ministers also have a clear obligation not to disclose information when doing so would not be in the public interest. We will reflect on the implications of the vote and respond in due course.  Labour said the result was clear and called on Brexit minister David Davis to set a date for the papers  publication.  Labour has been absolutely clear since the referendum that ministers could not withhold vital information from Parliament about the impact of Brexit on jobs and the economy,  said Labour s Brexit policy chief Keir Starmer. Binding or not, a rancorous debate underlined the extent to which May s approach to Brexit is generating dissent in parliament and potentially undermining her ability to rely on its support when passing crucial laws to implement the EU exit.   I m not going to stand by and see the future of my children s generation and the grandchildren which I hope will follow being trashed or ruined without any form of debate and disclosure as to the consequences,  said Anna Soubry, one of several Conservative lawmakers who said they were ready to rebel. The central plank of May s Brexit strategy, a piece of legislation known as the EU (Withdrawal) Bill, will require all May s lawmakers to back her if the minority Conservative government is to avoid making concessions.  A debate on the bill is due to begin on Nov 14. ",worldnews,"October 31, 2017 ",0
"One-time Trump adviser Page to meet businessmen, politicians in Moscow: RIA","MOSCOW (Reuters) - Carter Page, previously described as a foreign-policy adviser to U.S. president-elect Donald Trump, has arrived in Moscow to meet with businessmen and politicians, RIA News agency reported on Thursday. “I am going to meet with influential businessmen and thought leaders,” RIA quoted Page as saying.  ",politicsNews,"December 8, 2016 ",0
LOL! LEFTIST RAG PUBLISHES Story About How President Trump Will Use Racist #HurricaneHarvey To Harm Blacks,"You just can t make this stuff up The leftist rag, Daily Kos actually wrote a story about how President Trump will disproportionately harm blacks after Hurricane Harvey attacks them in Texas.Here is the actual tweet pushing their insane story about a racist Hurricane Harvey:Hurricane Harvey poised to disproportionately impact blacks in Texas, but no one is talking about it https://t.co/A6JrT6CYUp  Daily Kos (@dailykos) August 25, 2017Here s an excerpt from the article:As Texas braces itself for Hurricane Harvey, the Trump administration remains woefully ignorant and unprepared. The current FEMA director is working to rewrite the Federal Flood Insurance Program so that the federal government bears less of the cost when disasters strike and flooding occurs. On the surface, that might sound like a fiscally responsible move. But it s loaded with inconsistencies and will most certainly not work out well for local cities, states or residents. Additionally, since Trump seems to be firing people weekly but taking his sweet time in hiring them, no one has been appointed to lead both the National Oceanic and Atmospheric Association (NOAA) and the Department of Homeland Security (DHS). DHS oversees FEMA and the Coast Guard so it s almost guaranteed that the response to this storm will be chaos. This is shaping up to be another Hurricane Katrina complete with a devastating impact on black and brown communities.Southeast Texas and the coastal bend regions of the state are expected to be the hardest hit. While Hispanics make up about 40 percent of the state s population, Texas has one of the largest black populations in the country. And they live concentrated in the areas that are predicted to be hardest hit. For example, several counties have already been declared a state of disaster by Republican Gov. Greg AbbottNoteworthy also is the high percentage of people in poverty [in Texas] who are African American women, especially single parents. Of the 24% of African Americans below poverty level, single mothers make up 65%. Daily Kos",politics,"Aug 25, 2017",1
Henningsen on Trump Rally Fervor: ‘Political Relativism Has Descended on America’,"21st Century Wire says Regarding the latest  Trump outrage , it s taken a while for the media to catch-up and analyze what s happened in recent days and why.Watch this segment that aired live over the weekend this past Saturday, where 21WIRE editor Patrick Henningsen spoke with RT International about the may lay at GOP front runner Donald Trump s rally in Chicago on Friday night.There s plenty of fervor to go around  ",US_News,"March 15, 2016",1
 Gov. Chris Christie Bails On Cop’s Funeral To Campaign For Trump,"Governor Chris Christie wasted no time after suspending his presidential campaign to swoon over Donald Trump, the clear favorite to win the Republican Presidential nomination, in hopes his support would result in improving his own public image in the Republican Party, with an eye on a position in Trump s presidential administration.On Monday, Governor Chris Christie should have been in New Jersey to attend the funeral of 31-year-old New Jersey State Trooper Sean Cullen, who was killed in the line of duty last week after being struck by a vehicle in response to a highway car fire. Instead, Governor Christie is ignoring his duties as Governor to be a full-time surrogate for Donald Trumps  presidential campaign, as Christie was in Florida campaigning on Trump s behalf.Lt. Gov. Kim Guadagno attended the funeral in place of Governor Christie, who referred questions about his scheduling to the Trump campaign, who, not surprisingly, did not reply to the media s requests for comment on the issue.This is the third police funeral Governor Christie has missed since December. It is disgraceful that a public official elected by the people is ignoring the public servicemen who sacrificed themselves in the line of duty.The president of the state troopers  union, Christopher Burgos, criticized Governor Christie for his actions. We are focused on honoring our fallen brother today, and quite frankly we did not expect someone who has consistently shown disdain for law enforcement to pay his respects to the Cullen and State Police family, said Burgos to Politico New Jersey. May Sean rest in peace. A wonderful family. Tragic,  he said.  Gov s decision making is predicated on selfish political opportunism, that much is clear. 1,000 officers attended the funeral to mourn the fallen New Jersey State Trooper. He orders flags flown at half-mast, but couldn t stay for the funeral?  New Jersey state Senate Majority Leader Loretta Weinberg, a Democrat, told New York Daily News .  It s a choice that symbolizes how he feels about the State of New Jersey. It isn t even his campaign. Featured image via Flickr",News,"March 15, 2016",1
"JUST IN: Obama Campaign Secretly Paid $972,000 To Fund Creation Of Fake Trump Dossier","Well, well, well As a famous  reverend  once said, Obama s  chickens have come home too roost OR AS MIKE HUCKABEE SAID:.@GovMikeHuckabee: I think it's easier to find Bigfoot and Amelia Earhart than it is to find collusion between the Russians and Donald Trump pic.twitter.com/RA68QqD9kG  Fox News (@FoxNews) October 29, 2017Obama for America (OFA), the former president s political organization, has directed nearly a million dollars to the very same law firm that funneled money to Fusion GPS, the firm behind the infamous Steele dossier.Since April of 2016, Obama For America (OFA) has paid over $972,000 to Perkins Coie, records filed with the Federal Election Commission (FEC) show.The Washington Post reported last week that Perkins Coie, an international law firm, was directed by both the Democratic National Committee (DNC) and Hillary Clinton s campaign to retain Fusion GPS in April of 2016 to dig up dirt on then-candidate Donald Trump. Fusion GPS then hired Christopher Steele, a former British spy, to compile a dossier of allegations that Trump and his campaign actively colluded with the Russian government during the 2016 election. Though many of the claims in the dossier have been directly refuted, none of the dossier s allegations of collusion have been independently verified. Lawyers for Steele admitted in court filings last April that his work was not verified and was never meant to be made public.FEC records as well as federal court records show that Marc Elias, the Perkins Coie lawyer whom the Washington Post reported was responsible for the payments to Fusion GPS on behalf of Clinton s campaign and the DNC, also previously served as a counsel for OFA. In Shamblin v. Obama for America, a 2013 case in federal court in Florida, federal court records list Elias as simultaneously serving as lead attorney for both OFA and the DNC.OFA, which managed Obama s successful re-election campaign in 2012, retooled after that campaign to focus on enacting the president s agenda during his final term in office. The group reorganized again after the 2016 election and planned to use its staff and resources to oppose President Donald Trump. During the entire 2016 campaign cycle, the group spent only $4.5 million, according to FEC records.Federal records show that Hillary Clinton s official campaign organization, Hillary For America, paid just under $5.1 million to Perkins Coie in 2016. The DNC paid nearly $5.4 million to the law firm in 2016.The timing and nature of the payments to Perkins Coie by Obama s official campaign arm raise significant questions about whether OFA was funding Fusion GPS, how much Obama and his team knew about the contents and provenance of the dossier long before its contents were made public, and whether the president or his government lieutenants knowingly used a partisan political document to justify official government actions targeting the president s political opponents named in the dossier. According to the Washington Post, Fusion GPS was first retained by Perkins Coie on behalf of the Democratic National Committee (DNC) and Hillary Clinton s presidential campaign in April of 2016.At the same time that Hillary s campaign, Obama s campaign organization, and the DNC were simultaneously paying Perkins Coie, the spouse of one of Fusion GPS s key employees was working directly for Obama in the West Wing. Shailagh Murray, a former Washington Post reporter-turned-political operative, was serving as a top communications adviser to Obama while the Obama administration was reportedly using information from the dossier to justify secret surveillance of Trump campaign staff. Murray is married to Neil King, a former Wall Street Journal reporter who was hired by Fusion GPS in December of 2016. While at the Wall Street Journal, King worked alongside Fusion GPS s core team, even sharing bylines with Glenn Simpson, the Fusion GPS executive who personally hired Steele to probe Trump s alleged Russia connections.As you might suspect,  Neil King was a thick as thieves with CNN, the WSJ and the Washington Post. The lines between investigating the truth and fake news were blurred in a big way when King and Catan jumped from the WSJ to Fusion GPS. As the Daily Caller reported:CNN s reporting on the Trump-Russia dossier has left out at least one crucial fact: the close ties between the network and the opposition research firm at the center of the dossier controversy.CNN s reporting on the dossier, led by justice correspondent Evan Perez, has been favorable to the firm, Fusion GPS, and hyped the dossier s credibility. Left out of Perez s reporting, which has relied largely on unnamed sources, is his personal closeness to Fusion GPS  operatives. Fusion has repeatedly been described in Senate testimonies as a smear-for-hire operation that manufactures misleading or false media narratives for its clients. Another Fusion founder, Tom Catan, worked as a reporter for the Journal at the same time as Perez and Simpson. The third Fusion co-founder, Peter Fritsch, worked above Perez and Simpson as the senior national security editor.KING (FUSION GPS) ON THE RIGHT -Photo posted on Facebook by Perez (CNN)Simpson and Fritsch left the WSJ in 2011 to launch Fusion. Perez jumped from the paper to CNN in 2013. Another longtime Journal reporter, Neil King, left the paper to join Fusion in December 2016.PEREZ ( LEFT) AND ALL OF FUSION The importance of the fake dossier and how it was shopped around to the press comes into focus when you realize that Obama, Clinton and the DNC had Fusion GPS create this smear campaign on Trump. This also opened the door for the phony Russia collusion investigation whereby the Trump campaign and family members were spied on because of something fake.Read more: The Federalist ",politics,"Oct 29, 2017",1
Ecuador president removed as head of ruling party as feud deepens,"QUITO (Reuters) - Ecuador s ruling Country Alliance party, founded by former president Rafael Correa over a decade ago, has removed President Lenin Moreno as its head, citing  repeated failures  in leadership, as a schism between the former allies deepens. The Country Alliance party, which has been divided by the two politicians, late on Tuesday announced that Correa ally Ricardo Patino, a former foreign minister, would replace Moreno as party leader.  The head of the national Country Alliance party has unanimously decided,  it said in a statement announcing  the immediate removal of Lenin Moreno as president of the Country Alliance party.  Ecuador s government, however, said it did not recognize the decision and stressed Moreno remained the head of the party.   Country Alliance is a political party, not an estate ... These actions are wrong and do not reflect the feeling of our political base,  acting vice president Alejandra Vicuna told journalists on Tuesday. Moreno, a Correa prot g  who previously served as his vice president, was elected earlier this year to succeed the fiery leftist. At the time, opposition critics warned Moreno would be a puppet of political heavyweight Correa, whom they accused of seeking to stage a presidential comeback in 2021. But Moreno, a paraplegic former United Nations special envoy on disability, has stunned the Andean country of around 17 million by quickly breaking with Correa, who is now living abroad, in his wife s home country of Belgium.      Moreno, who is seeking presidential term limits via a referendum to revise the constitution, has sidelined another top Correa ally from the vice presidency, and is overseeing a corruption probe that has ensnared former high-level officials. Vicuna replaced Jorge Glas, who was also Correa s vice president, after Glas came under investigation in a corruption scandal centered on Brazilian construction company Odebrecht. He is currently in jail. Polls indicate Moreno has widespread popular support in Ecuador. His approval levels have jumped from around 66 percent in May, when he was sworn in, to about 77 percent in September, a recent survey by local pollster Cedatos showed.  Many Ecuadoreans report being satisfied with his attempts to investigate corruption and boost social welfare. His conciliatory temperament is also welcomed by some who were tired of Correa s confrontational style. ",worldnews,"November 1, 2017 ",0
Pressure on as Xi's 'Belt and Road' enshrined in Chinese party charter,"SHANGHAI (Reuters) - Chinese President Xi Jinping s vast  Belt and Road  infrastructure project was unexpectedly included in the ruling Communist Party s constitution on Tuesday, giving it greater policy heft and added pressure to succeed. The party s amended charter, approved at the close of its twice-a-decade congress, pledged to  pursue the Belt and Road initiative , a further sign of Xi s expanding power and evidence that the ambitious  Silk Road -like initiative will endure beyond Xi s tenure. It also underscores how the Communist Party has increased its attention to foreign policy and reflects Xi s growing desire for China to take a global leadership role, analysts said.  Everyone knows that the Belt and Road is very important to Xi, it has his personal stamp and authority,  said Peter Cai, a non-resident fellow at Sydney-based think tank Lowy Institute.  But to have major policy, especially an external engagement policy, to be written into a party constitution, at least in recent memory, it is something quite significant,  he said. First mentioned during a speech Xi gave to university students in Kazakhstan in 2013, the plan is a vehicle for China to take a greater role on the international stage by funding and building global transport and trade links in more than 60 countries. Xi has heavily promoted the initiative, inviting world leaders to Beijing in May for an inaugural summit at which he pledged $124 billion ( 94 billion) in funding for the plan. Local Chinese governments as well as state and private firms have rushed to offer support by investing overseas and making loans.  Some critics argue that China is exporting excess industrial capacity to spread its influence, and that the initiative, which has seen developing countries take on heavy debt, needs higher standards of governance and transparency.  China has made commitments and pledges to many developing countries and it will take that length of time, 10 years or more, to complete the initiative,  said Rajiv Biswas, Asia Pacific chief economist at IHS Markit.  This has also strengthened China s soft power globally, so it wouldn t make sense for China s point of view to suddenly pull away from all of this,  he said.   Other analysts said its inclusion could be a double-edged sword that adds pressure for the initiative, which remains broadly defined and leaves much to interpretation, to succeed.  The danger of having given it greater visibility is that actually there are going to be more of those efforts to play to the policy in a political way rather than considering carefully the costs and benefits of each portion of what one is doing,  said Dali Yang, a professor at the University of Chicago. Many private investors have jumped on the bandwagon to describe their projects as Belt and Road-related, while local governments have rolled out individual Belt and Road plans.  The heads of Chinese firms including China Communications Construction Co and China Aerospace Science and Industry Corporation [SASAAI.UL] told Reuters during the week-long congress that they would place greater focus on developing their overseas businesses in support of the Belt and Road initiative. The party congress saw Xi cement his power ahead of a second five-year term and put him in the same company as the founder of modern China, Mao Zedong, with the enshrinement of his political thought into the country s constitution. ",worldnews,"October 24, 2017 ",0
 Dallas Police Chief Tells Congress To Shove Their Thoughts And Prayers: ‘Do Your Jobs!’ (VIDEO),"It started out as an observation, then it turned into a joke, and but it s become downright insulting. Each time America suffers from another horrific mass shooting, Republicans in Congress send their  thoughts and prayers  and do absolutely nothing else. Rather than work towards solutions, conservative politicians have found that merely saying a prayer before bed somehow absolves them of their reprehensible inaction towards gun violence.And Dallas Police Chief David Brown, like so many of us, is absolutely fed up.At a press conference updating the country about the investigation into the ambush of police officers in Dallas following a peaceful anti-police brutality march, he didn t remain silent about the culpability of Congress. In short, Chief Brown has had a lot of long days trying to fulfill his obligation to the public and get answers, but he s noticed lawmakers can t say the same. It s been business as usual   and that means no business on finding solutions to mass shootings.Dallas Police Chief Brown to Congress:  Do your job  pic.twitter.com/rhhoWPKSVX  Colin Jones (@colinjones) July 11, 2016Brown is not alone. Dallas Mayor Mike Rawlings (D) recently pointed out something that conservatives had hoped would go unnoticed: Open Carry, the movement that allows Texans the right to carry AR-15s nearly anywhere in public, didn t help during the police ambush, and actually made everything much, much worse. Rawlings said Dallas police Chief David Brown told him that people running through the shooting scene with rifles and body armor required officers to track them down and bring them to the police department.  Whether that was time that could have been spent trying to find and stop the shooter is something police will have to comment on. Major Max Geron of the Dallas PD didn t mind answering that question:  There was also the challenge of sorting out witnesses from potential suspects. Texas is an open carry state, and there were a number of armed demonstrators taking part. There was confusion on the radio about the description of the suspects and whether or not one or more was in custody. Dallas police have every right to feel frustrated and sickened by the response from both their state Republican Party and the ones in Washington, D.C. Law enforcement agencies have repeatedly warned pro-gun lawmakers that these fanatical pushes to put guns in every citizen s hands and in every corner of public life means putting both civilians and cops at risk. It makes policing harder. It makes mass murder easier. And it makes the lines between  good guy with a gun  and  bad guy with a gun  impossible to separate.To be clear, Democrats need to bear some responsibility for inaction as well. After massacres at Sandy Hook and Aurora, there was motivation from Americans to finally fix this problem   and Democrats let it slip through their fingers. Following Orlando, progressive lawmakers seemed to show signs that enough was enough, but they need to keep at it.The way forward is simple: Congress needs to put the lives of American citizens above the  rights  of an AR-15. Do. Your. Jobs.Watch an extended cut of Police Chief Brown s comments below: On the subject of guns, @DallasPD says the policy makers need to do their jobs https://t.co/Aa2LZ0VlCn pic.twitter.com/kjXACzLJC8  CBS News (@CBSNews) July 11, 2016Featured image via CBS News",News,"July 11, 2016",1
 Lawyers Trump Used To ‘Prove’ He Has No Russia Connection Won ‘Russia Law Firm Of The Year’ In 2016,"It was the tweet that blew up the internet:BREAKING: Trump lawyer: Tax returns from past 10 years show no ""income of any type from Russian sources,"" with few exceptions.  The Associated Press (@AP) May 12, 2017The headscratching claim by Trump s lawyers was that he had  no income of any type  from Russia  with few exceptions.The exceptions cited don t raise many eyebrows. What is noticeably absent is any mention of the Russia megadonors Eric Trump recently bragged helped finance Trump s golf resort, leading one to assume that there are things being intentionally left out of this report. (Eric Trump now denies making this admission, unfortunately Eric has been known to lie before.)The follow up story published by the Associated Press was even more bizarre (emphasis added).President Donald Trump s lawyers say a review of his last 10 years of tax returns do not reflect  any income of any type from Russian sources,  with some exceptions.The lawyers did not release copies of Trump s tax returns so The Associated Press cannot independently verify their conclusions.So Trump s lawyers  reviewed  Trump s tax returns and   surprise   found that he is completely innocent of any wrongdoing. But they won t let reporters independently verify those findings. So we just have to take their word for it If that s the case, then the law firm doing the investigation better have an absolutely impeccable record. Instead, Trump got one that has even more connections than he (allegedly!) does.The lawyers Trump turned to work for a firm called Morgan Lewis. It does a lot of business in Russia. It does so much business in Russia, in fact, that it actually nabbed a prestigious award for being  Russia Law Firm of the Year  in 2016.The law firm that sent the letter RE: Trump's biz interests in Russia was recognized as ""Russia Law Firm of the Year"" in 2016: pic.twitter.com/t7yBFpl1Hn  Frank Thorp V (@frankthorp) May 12, 2017Others argue the law firm is merely a victim of its own success. It s a global company, of course it would be in Russia.Trump letter is dumb for other reasons, but not this. Morgan Lewis & Bockius is one of the biggest & most well-known lawfirms in the world. https://t.co/gBeg7Ms0EP  Jeff B/DDHQ (@EsotericCD) May 12, 2017However, this needn t be a massive conspiracy. Something worth thinking about: This group   which has a vested interest in not upsetting Trump and Putin   wants us to take their word at facevalue when they say that Trump is completely innocent. The very fact that they have business relationships and clients in Russia means they would feel pressured to tread lightly. Russia, a country run not only by Putin but a collective of oligarchs, can destroy your business if they feel antagonized by what you re doing.Making matters even more shady, Trump s lawyers claim they just released these findings at the behest of a congressional request. But the letter they sent is two months old. If it were that old, it may explain why Trump s lawyers didn t bother to mention Trump s Russian golf course investors. They didn t think it would come out. News of that relationship only leaked in the past few weeks.But there s an easy way to clear all this up: Trump could always release his tax returns to the public.Featured image via AFP-OUT",News,"May 12, 2017",1
Merkel cancels news conference with Dutch PM as coalition talks fail,"BERLIN (Reuters) - Chancellor Angela Merkel has canceled a news conference with Dutch Prime Minister Mark Rutte that had been planned for Monday, her office said, after German coalition talks collapsed overnight. The chancellery gave no reason for the cancellation of the news conference, which had been scheduled for 1 p.m. (1200 GMT).  Merkel said earlier on Monday her efforts to form a three-way coalition government had failed, thrusting Germany into a political crisis. ",worldnews,"November 20, 2017 ",0
